grid_y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255
101,327.743617,327.740820,327.740820,327.743617,327.748783,327.755908,327.764666,327.775072,327.786783,327.799822,327.814579,327.831078,327.848868,327.867969,327.888882,327.911639,327.935371,327.959907,327.985806,328.013118,328.040283,328.066970,328.094159,328.121886,328.148522,328.174095,328.200302,328.227165,328.252863,328.277358,328.302405,328.328055,328.352314,328.375214,328.398805,328.423050,328.446131,328.468057,328.490645,328.513805,328.535962,328.556998,328.578268,328.599766,328.619980,328.638906,328.658053,328.677431,328.695523,328.712355,328.729491,328.746909,328.763107,328.778033,328.793092,328.808255,328.822296,328.835284,328.848568,328.862156,328.874714,328.886208,328.897915,328.909845,328.920629,328.930286,328.940216,328.950403,328.959512,328.967520,328.975714,328.984102,328.991287,328.997244,329.003328,329.009554,329.014397,329.017818,329.021274,329.024782,329.026848,329.027537,329.028468,329.029647,329.029503,329.028020,329.026736,329.025649,329.023187,329.019337,329.015641,329.012103,329.007316,329.001391,328.995950,328.991002,328.984927,328.977644,328.970624,328.963871,328.955813,328.946482,328.937515,328.928904,328.918974,328.907647,328.896454,328.885397,328.872825,328.858733,328.844751,328.830866,328.815465,328.798527,328.781621,328.764726,328.746300,328.726318,328.706271,328.686140,328.664425,328.641077,328.617500,328.593641,328.568417,328.541910,328.515326,328.488594,328.461257,328.433512,328.406169,328.379160,328.352185,328.325189,328.298348,328.271622,328.244885,328.218096,328.191295,328.164459,328.137616,328.110782,328.083959,328.057142,328.030355,328.003586,327.976793,327.949996,327.923147,327.896262,327.869420,327.842650,327.815839,327.789035,327.762438,327.736069,327.709654,327.683160,327.656812,327.630623,327.604337,327.578005,327.551981,327.526274,327.500583,327.474920,327.449607,327.424636,327.399714,327.374829,327.350245,327.325970,327.301718,327.277508,327.253654,327.230162,327.206732,327.183371,327.160393,327.137803,327.115267,327.092781,327.070668,327.048934,327.027208,327.005478,326.984099,326.963063,326.942017,326.920956,326.900222,326.879817,326.859404,326.839000,326.818977,326.799349,326.779668,326.759915,326.740505,326.721454,326.702279,326.682999,326.664133,326.645677,326.627171,326.608625,326.590525,326.572889,326.555256,326.537688,326.520768,326.504539,326.488339,326.472174,326.456725,326.442002,326.427417,326.413044,326.399604,326.387052,326.374843,326.362885,326.351541,326.340757,326.330265,326.320061,326.310399,326.301288,326.292400,326.283717,326.275538,326.267891,326.260307,326.252780,326.245781,326.239315,326.232852,326.226376,326.220394,326.214910,326.209404,326.203896,326.198942,326.194545,326.190168,326.185809,326.182007,326.178766,326.175523,326.172281,326.169608,326.167514,326.165739,326.164511,326.164511,326.165739
102,327.730226,327.727466,327.727466,327.730226,327.735337,327.742393,327.751059,327.761351,327.772937,327.785834,327.800419,327.816718,327.834288,327.853144,327.873761,327.896172,327.919545,327.943745,327.969375,327.996489,328.023482,328.049999,328.077002,328.104527,328.130948,328.156287,328.182215,328.208755,328.234112,328.258260,328.282962,328.308268,328.332188,328.354760,328.378049,328.402019,328.424840,328.446519,328.468885,328.491848,328.513814,328.534651,328.555693,328.576935,328.596880,328.615533,328.634403,328.653500,328.671308,328.687847,328.704668,328.721751,328.737603,328.752179,328.766884,328.781688,328.795376,328.808038,328.821059,328.834447,328.846833,328.858162,328.869701,328.881462,328.892075,328.901554,328.911292,328.921272,328.930169,328.937963,328.945943,328.954118,328.961093,328.966850,328.972758,328.978831,328.983532,328.986816,328.990139,328.993519,328.995460,328.996034,328.996870,328.997973,328.997764,328.996224,328.994897,328.993779,328.991296,328.987434,328.983750,328.980245,328.975500,328.969622,328.964229,328.959332,328.953311,328.946089,328.939147,328.932488,328.924526,328.915274,328.906340,328.897718,328.887757,328.876393,328.865162,328.854063,328.841455,328.827340,328.813370,328.799532,328.784192,328.767319,328.750474,328.733638,328.715271,328.695356,328.675396,328.655372,328.633772,328.610549,328.587109,328.563399,328.538344,328.512057,328.485810,328.459532,328.432694,328.405446,328.378562,328.351976,328.325408,328.298814,328.272371,328.246041,328.219701,328.193316,328.166932,328.140528,328.114125,328.087737,328.061372,328.035024,328.008709,327.982406,327.956062,327.929696,327.903272,327.876815,327.850414,327.824096,327.797744,327.771398,327.745259,327.719348,327.693387,327.667341,327.641420,327.615639,327.589752,327.563818,327.538191,327.512881,327.487584,327.462306,327.437353,327.412719,327.388121,327.363544,327.339244,327.315227,327.291223,327.267260,327.243659,327.220424,327.197251,327.174135,327.151374,327.128973,327.106617,327.084315,327.062405,327.040894,327.019398,326.997898,326.976740,326.955918,326.935083,326.914231,326.893704,326.873506,326.853298,326.833096,326.813268,326.793829,326.774335,326.754765,326.735533,326.716653,326.697648,326.678535,326.659834,326.641540,326.623190,326.604789,326.586806,326.569260,326.551702,326.534198,326.517325,326.501124,326.484951,326.468831,326.453479,326.438901,326.424485,326.410297,326.397065,326.384743,326.372774,326.361061,326.349966,326.339437,326.329199,326.319242,326.309815,326.300923,326.292249,326.283774,326.275796,326.268344,326.260949,326.253604,326.246771,326.240456,326.234135,326.227798,326.221948,326.216591,326.211210,326.205823,326.200990,326.196711,326.192448,326.188195,326.184477,326.181300,326.178111,326.174917,326.172289,326.170235,326.168495,326.167290,326.167290,326.168495
103,327.715432,327.711379,327.711379,327.715432,327.720835,327.727278,327.735838,327.746518,327.757958,327.770168,327.784558,327.801134,327.818469,327.836568,327.856860,327.879352,327.902480,327.926151,327.951466,327.978435,328.005552,328.032524,328.059306,328.085908,328.112098,328.137883,328.163510,328.188984,328.214018,328.238593,328.262903,328.286960,328.310500,328.333557,328.356577,328.379552,328.402121,328.424295,328.446520,328.468775,328.490668,328.512096,328.532914,328.553122,328.572790,328.591924,328.610508,328.628544,328.646053,328.663046,328.679571,328.695624,328.711171,328.726185,328.740561,328.754293,328.767555,328.780428,328.793178,328.805807,328.818060,328.829886,328.841247,328.852147,328.862581,328.872555,328.882116,328.891260,328.899962,328.908210,328.915968,328.923238,328.930016,328.936290,328.942007,328.947171,328.951769,328.955760,328.958936,328.961300,328.963053,328.964251,328.964986,328.965259,328.965003,328.964203,328.962835,328.960900,328.958404,328.955340,328.951664,328.947377,328.942582,328.937358,328.932004,328.926523,328.920620,328.914237,328.907369,328.900017,328.892139,328.883738,328.874844,328.865456,328.855520,328.844992,328.833721,328.821706,328.809057,328.795783,328.781837,328.767218,328.751972,328.736069,328.719305,328.701675,328.683383,328.664422,328.644568,328.623816,328.602377,328.580218,328.556964,328.532602,328.507629,328.482155,328.456309,328.430076,328.403611,328.377018,328.350655,328.324510,328.298397,328.272293,328.246287,328.220369,328.194458,328.168531,328.142584,328.116611,328.090637,328.064675,328.038772,328.012928,327.987099,327.961267,327.935352,327.909361,327.883341,327.857312,327.831327,327.805391,327.779456,327.753548,327.727851,327.702370,327.676896,327.651397,327.625891,327.600381,327.574841,327.549318,327.524080,327.499130,327.474226,327.449367,327.424783,327.400472,327.376210,327.351987,327.327965,327.304146,327.280364,327.256645,327.233293,327.210308,327.187396,327.164548,327.141999,327.119751,327.097564,327.075451,327.053740,327.032431,327.011183,326.989976,326.969045,326.948390,326.927769,326.907180,326.886859,326.866805,326.846788,326.826818,326.807171,326.787853,326.768558,326.749272,326.730205,326.711361,326.692506,326.673658,326.655124,326.636904,326.618710,326.600539,326.582657,326.565068,326.547525,326.530075,326.513209,326.496935,326.480760,326.464713,326.449448,326.434968,326.420667,326.406594,326.393610,326.381705,326.370068,326.358625,326.347828,326.337664,326.327693,326.317906,326.308706,326.300094,326.291639,326.283330,326.275526,326.268234,326.261034,326.253917,326.247243,326.241014,326.234846,326.228730,326.223008,326.217681,326.212405,326.207196,326.202483,326.198265,326.194122,326.190046,326.186407,326.183205,326.180063,326.176987,326.174395,326.172289,326.170391,326.168870,326.168870,326.170391
104,327.701051,327.697037,327.697037,327.701051,327.706393,327.712752,327.721198,327.731733,327.743018,327.755061,327.769245,327.785571,327.802648,327.820475,327.840430,327.862512,327.885290,327.908680,327.933657,327.960224,327.987068,328.013889,328.040430,328.066706,328.092620,328.118176,328.143486,328.168565,328.193218,328.217439,328.241339,328.264917,328.288120,328.310985,328.333753,328.356418,328.378806,328.400928,328.423042,328.445156,328.466872,328.488092,328.508688,328.528662,328.548060,328.566899,328.585194,328.602944,328.620167,328.636873,328.653108,328.668876,328.684096,328.698752,328.712809,328.726271,328.739224,328.751755,328.764231,328.776652,328.788688,328.800282,328.811461,328.822226,328.832498,328.842278,328.851670,328.860672,328.869182,328.877186,328.884722,328.891783,328.898356,328.904430,328.909953,328.914922,328.919361,328.923224,328.926249,328.928430,328.930065,328.931209,328.931843,328.931963,328.931642,328.930859,328.929451,328.927422,328.924896,328.921872,328.918198,328.913885,328.909095,328.903912,328.898588,328.893133,328.887263,328.880929,328.874132,328.866876,328.859080,328.850733,328.841883,328.832526,328.822585,328.812021,328.800713,328.788655,328.775998,328.762755,328.748842,328.734253,328.719080,328.703288,328.686615,328.669057,328.650870,328.632046,328.612310,328.591652,328.570383,328.548471,328.525431,328.501248,328.476587,328.451565,328.426154,328.400342,328.374400,328.348414,328.322600,328.296957,328.271325,328.245692,328.220139,328.194664,328.169187,328.143696,328.118193,328.092679,328.067155,328.041636,328.016195,327.990838,327.965453,327.940020,327.914527,327.888976,327.863369,327.837726,327.812148,327.786631,327.761128,327.735660,327.710397,327.685340,327.660296,327.635226,327.610128,327.585004,327.559856,327.534731,327.509879,327.485298,327.460775,327.436304,327.412089,327.388134,327.364190,327.340247,327.316501,327.292952,327.269432,327.245969,327.222866,327.200119,327.177453,327.154851,327.132513,327.110439,327.088442,327.066544,327.045028,327.023895,327.002864,326.981912,326.961209,326.940759,326.920344,326.899966,326.879847,326.859990,326.840163,326.820375,326.800905,326.781752,326.762631,326.743523,326.724617,326.705910,326.687221,326.668566,326.650200,326.632126,326.614074,326.596036,326.578248,326.560709,326.543216,326.525813,326.508939,326.492591,326.476443,326.460531,326.445351,326.430904,326.416779,326.403026,326.390306,326.378623,326.367263,326.356158,326.345675,326.335822,326.326114,326.316546,326.307570,326.299185,326.290925,326.282777,326.275137,326.268003,326.260969,326.254023,326.247504,326.241417,326.235383,326.229398,326.223801,326.218594,326.213439,326.208354,326.203759,326.199655,326.195617,326.191632,326.188070,326.184928,326.181839,326.178811,326.176252,326.174162,326.172287,326.170791,326.170791,326.172287
105,327.687107,327.684476,327.684476,327.687107,327.692029,327.698847,327.707173,327.717018,327.728142,327.740556,327.754527,327.770063,327.786866,327.804931,327.824550,327.845714,327.868030,327.891400,327.916031,327.941932,327.968117,327.994202,328.020472,328.046993,328.072585,328.097258,328.122225,328.147549,328.171757,328.194859,328.218347,328.242212,328.265121,328.287129,328.309659,328.332685,328.354963,328.376483,328.398487,328.421001,328.442431,328.462648,328.483018,328.503550,328.522686,328.540454,328.558461,328.576702,328.593655,328.609329,328.625266,328.641490,328.656349,328.669833,328.683571,328.697574,328.710326,328.721941,328.734146,328.746933,328.758674,328.769297,328.780295,328.791665,328.801798,328.810687,328.819919,328.829479,328.837800,328.844863,328.852188,328.859745,328.866111,328.871269,328.876603,328.882095,328.886325,328.889233,328.892114,328.894944,328.896541,328.896965,328.897506,328.898143,328.897736,328.896261,328.894808,328.893391,328.890815,328.887079,328.883390,328.879793,328.875055,328.869297,328.863980,328.859157,328.853229,328.846145,328.839414,328.833050,328.825344,328.816264,328.807464,328.798929,328.788949,328.777479,328.766146,328.754919,328.742286,328.728264,328.714391,328.700649,328.685534,328.668993,328.652424,328.635802,328.617749,328.598252,328.578656,328.558912,328.537825,328.515346,328.492559,328.469383,328.445256,328.420321,328.395380,328.370368,328.345113,328.319701,328.294447,328.269342,328.244207,328.219026,328.193938,328.168927,328.143887,328.118802,328.093747,328.068721,328.043664,328.018595,327.993609,327.968727,327.943746,327.918637,327.893560,327.868522,327.843336,327.818033,327.792862,327.767812,327.742764,327.717742,327.692909,327.668270,327.643599,327.618847,327.594152,327.569524,327.544810,327.520078,327.495607,327.471402,327.447249,327.423140,327.399283,327.375706,327.352055,327.328323,327.304857,327.281647,327.258432,327.235241,327.212394,327.189871,327.167442,327.145076,327.122951,327.101062,327.079273,327.057621,327.036300,327.015312,326.994468,326.973737,326.953253,326.933039,326.912817,326.892595,326.872671,326.853062,326.833425,326.813774,326.794478,326.775537,326.756566,326.737541,326.718796,326.700324,326.681816,326.663289,326.645089,326.627222,326.609304,326.591318,326.573622,326.556215,326.538811,326.521470,326.504591,326.488157,326.472057,326.456354,326.441261,326.426774,326.412890,326.399666,326.387209,326.375535,326.364391,326.353686,326.343511,326.333899,326.324447,326.315146,326.306393,326.298188,326.290101,326.282117,326.274640,326.267662,326.260767,326.253940,326.247569,326.241671,326.235751,326.229809,326.224334,326.219333,326.214316,326.209304,326.204826,326.200886,326.196939,326.192965,326.189479,326.186479,326.183450,326.180405,326.177879,326.175870,326.174199,326.173077,326.173077,326.174199
106,327.671883,327.669307,327.669307,327.671883,327.676723,327.683441,327.691639,327.701327,327.712278,327.724502,327.738251,327.753533,327.770063,327.787836,327.807130,327.827933,327.849875,327.872874,327.897150,327.922713,327.948567,327.974322,328.000262,328.026452,328.051709,328.076025,328.100592,328.125470,328.149219,328.171875,328.194959,328.218463,328.241040,328.262754,328.285070,328.307961,328.330134,328.351547,328.373414,328.395763,328.417011,328.437027,328.457162,328.477426,328.496278,328.513760,328.531486,328.549450,328.566124,328.581507,328.597126,328.613004,328.627508,328.640641,328.654050,328.667745,328.680200,328.691529,328.703468,328.716010,328.727519,328.737927,328.748747,328.759974,328.769980,328.778738,328.787824,328.797223,328.805375,328.812264,328.819409,328.826778,328.832954,328.837928,328.843086,328.848414,328.852488,328.855251,328.858011,328.860746,328.862257,328.862602,328.863069,328.863638,328.863167,328.861629,328.860118,328.858647,328.856019,328.852230,328.848486,328.844830,328.840036,328.834224,328.828867,328.824015,328.818071,328.810991,328.804316,328.798057,328.790471,328.781498,328.772760,328.764243,328.754261,328.742786,328.731454,328.720234,328.707613,328.693618,328.679802,328.666148,328.651136,328.634708,328.618266,328.601786,328.583883,328.564548,328.545137,328.525602,328.504741,328.482520,328.460056,328.437269,328.413567,328.389094,328.364681,328.340265,328.315630,328.290827,328.266144,328.241570,328.216946,328.192262,328.167654,328.143104,328.118517,328.093883,328.069278,328.044701,328.020091,327.995466,327.970918,327.946466,327.921910,327.897221,327.872550,327.847907,327.823112,327.798208,327.773451,327.748834,327.724225,327.699640,327.675234,327.651011,327.626751,327.602405,327.578104,327.553858,327.529522,327.505167,327.481073,327.457246,327.433467,327.409719,327.386197,327.362926,327.339568,327.316125,327.292945,327.270021,327.247088,327.224176,327.201602,327.179345,327.157175,327.135055,327.113149,327.091450,327.069842,327.048372,327.027247,327.006466,326.985834,326.965312,326.945027,326.925002,326.904964,326.884925,326.865181,326.845749,326.826288,326.806813,326.787692,326.768926,326.750130,326.731277,326.712702,326.694397,326.676053,326.657688,326.639644,326.621931,326.604158,326.586301,326.568698,326.551347,326.533981,326.516666,326.499798,326.483359,326.467255,326.451576,326.436575,326.422247,326.408556,326.395547,326.383338,326.371945,326.361096,326.350682,326.340786,326.331441,326.322246,326.313191,326.304661,326.296656,326.288758,326.280956,326.273648,326.266826,326.260082,326.253399,326.247159,326.241381,326.235577,326.229749,326.224391,326.219509,326.214612,326.209718,326.205354,326.201524,326.197683,326.193807,326.190399,326.187459,326.184481,326.181481,326.178990,326.177007,326.175354,326.174245,326.174245,326.175354
107,327.655391,327.651588,327.651588,327.655391,327.660482,327.666565,327.674625,327.684665,327.695433,327.706934,327.720451,327.735986,327.752247,327.769229,327.788206,327.809176,327.830821,327.853083,327.876997,327.902563,327.928418,327.954250,327.979801,328.005085,328.030000,328.054529,328.078637,328.102341,328.125595,328.148439,328.171128,328.193661,328.215857,328.237773,328.259899,328.282228,328.304328,328.326152,328.347857,328.369449,328.390620,328.411269,328.431160,328.450296,328.468836,328.486813,328.504264,328.521186,328.537580,328.553439,328.568719,328.583424,328.597567,328.611154,328.624224,328.636779,328.648841,328.660498,328.672178,328.683878,328.695212,328.706131,328.716776,328.727146,328.737045,328.746447,328.755402,328.763907,328.771908,328.779397,328.786391,328.792883,328.798885,328.804393,328.809392,328.813877,328.817843,328.821251,328.823914,328.825828,328.827213,328.828113,328.828526,328.828448,328.827932,328.826958,328.825377,328.823190,328.820509,328.817329,328.813489,328.808999,328.804033,328.798681,328.793235,328.787705,328.781775,328.775415,328.768784,328.761884,328.754471,328.746485,328.737821,328.728477,328.718519,328.707937,328.696632,328.684597,328.671972,328.658782,328.645040,328.630743,328.615884,328.600418,328.584127,328.567005,328.549266,328.530908,328.511728,328.491715,328.471117,328.449920,328.427850,328.404890,328.381504,328.357809,328.333985,328.310017,328.285958,328.261838,328.237735,328.213648,328.189544,328.165422,328.141308,328.117200,328.093079,328.068940,328.044787,328.020618,327.996438,327.972258,327.948129,327.924055,327.899948,327.875783,327.851511,327.827134,327.802695,327.778230,327.753897,327.729694,327.705514,327.681365,327.657382,327.633567,327.609756,327.585910,327.561994,327.538010,327.513993,327.489999,327.466277,327.442830,327.419435,327.396075,327.372861,327.349800,327.326729,327.303655,327.280770,327.258072,327.235401,327.212782,327.190497,327.168541,327.146658,327.124820,327.103138,327.081612,327.060146,327.038784,327.017854,326.997355,326.976965,326.956649,326.936543,326.916651,326.896787,326.876957,326.857377,326.838051,326.818753,326.799493,326.780549,326.761920,326.743323,326.724736,326.706338,326.688127,326.669932,326.651766,326.633872,326.616251,326.598645,326.581028,326.563518,326.546114,326.528729,326.511420,326.494578,326.478201,326.462022,326.446122,326.431217,326.417307,326.403769,326.390632,326.378657,326.367847,326.357379,326.347162,326.337516,326.328449,326.319515,326.310705,326.302398,326.294596,326.286901,326.279308,326.272174,326.265500,326.258916,326.252410,326.246287,326.240550,326.234859,326.229216,326.223970,326.219122,326.214328,326.209601,326.205348,326.201570,326.197853,326.194177,326.190850,326.187873,326.184935,326.182049,326.179595,326.177573,326.175757,326.174310,326.174310,326.175757
108,327.639315,327.635561,327.635561,327.639315,327.644325,327.650301,327.658219,327.668081,327.678660,327.689962,327.703242,327.718504,327.734480,327.751169,327.769830,327.790471,327.811745,327.833606,327.857145,327.882378,327.907821,327.933174,327.958308,327.983229,328.007745,328.031815,328.055453,328.078638,328.101476,328.124002,328.146307,328.168377,328.190293,328.212109,328.234050,328.256124,328.278051,328.299778,328.321303,328.342640,328.363579,328.384028,328.403669,328.422508,328.440784,328.458534,328.475713,328.492319,328.508419,328.523999,328.538932,328.553215,328.566998,328.580297,328.593023,328.605179,328.616942,328.628399,328.639821,328.651209,328.662318,328.673103,328.683573,328.693730,328.703478,328.712790,328.721615,328.729963,328.737809,328.745153,328.752007,328.758374,328.764224,328.769555,328.774403,328.778761,328.782602,328.785888,328.788465,328.790329,328.791654,328.792480,328.792847,328.792756,328.792182,328.791104,328.789449,328.787211,328.784467,328.781199,328.777253,328.772617,328.767579,328.762215,328.756667,328.750919,328.744960,328.738759,328.732163,328.725180,328.717833,328.710056,328.701468,328.692078,328.682161,328.671716,328.660452,328.648364,328.635799,328.622785,328.609128,328.594822,328.580085,328.564875,328.548747,328.531697,328.514166,328.496153,328.477227,328.457379,328.437099,328.416386,328.394746,328.372170,328.349302,328.326260,328.303049,328.279670,328.256218,328.232716,328.209196,328.185662,328.162081,328.138459,328.114845,328.091242,328.067590,328.043888,328.020186,327.996485,327.972736,327.948949,327.925231,327.901583,327.877886,327.854113,327.830238,327.806257,327.782228,327.758190,327.734284,327.710510,327.686761,327.663040,327.639478,327.616077,327.592659,327.569191,327.545656,327.522054,327.498415,327.474791,327.451438,327.428360,327.405308,327.382260,327.359345,327.336563,327.313786,327.291022,327.268435,327.246023,327.223649,327.201334,327.179343,327.157679,327.136043,327.114413,327.092956,327.071676,327.050409,327.029202,327.008466,326.988202,326.968001,326.947827,326.927891,326.908193,326.888501,326.868819,326.849398,326.830236,326.811115,326.792039,326.773272,326.754812,326.736390,326.717986,326.699767,326.681735,326.663702,326.645682,326.627934,326.610459,326.592984,326.575481,326.558067,326.540737,326.523422,326.506177,326.489373,326.473001,326.456868,326.441066,326.426261,326.412450,326.399081,326.386177,326.374427,326.363834,326.353605,326.343641,326.334230,326.325377,326.316669,326.308095,326.300009,326.292416,326.284919,326.277511,326.270554,326.264051,326.257609,326.251216,326.245203,326.239568,326.233987,326.228462,326.223324,326.218577,326.213890,326.209276,326.205131,326.201457,326.197834,326.194242,326.190997,326.188099,326.185218,326.182369,326.179954,326.177971,326.176179,326.174739,326.174739,326.176179
109,327.623684,327.621275,327.621275,327.623684,327.628278,327.634687,327.642459,327.651601,327.661985,327.673623,327.686660,327.701111,327.716784,327.733682,327.752013,327.771815,327.792631,327.814412,327.837543,327.862105,327.886718,327.911018,327.935720,327.960846,327.984927,328.007896,328.031091,328.054419,328.076927,328.098654,328.120604,328.142707,328.164440,328.185865,328.207613,328.229716,328.251373,328.272514,328.293831,328.315388,328.335934,328.355363,328.374744,328.394100,328.412162,328.428973,328.445885,328.462888,328.478688,328.493259,328.507846,328.522439,328.535858,328.548139,328.560518,328.573002,328.584560,328.595303,328.606466,328.618054,328.628884,328.638900,328.649188,328.659765,328.669318,328.677810,328.686494,328.695407,328.703081,328.709527,328.716238,328.723231,328.728946,328.733382,328.738090,328.743047,328.746742,328.749132,328.751630,328.754224,328.755554,328.755663,328.755989,328.756528,328.755884,328.754031,328.752312,328.750699,328.747890,328.743854,328.739823,328.735733,328.730742,328.724936,328.719303,328.713781,328.707751,328.701178,328.694604,328.688062,328.680676,328.672360,328.663839,328.655143,328.645276,328.634239,328.623029,328.611622,328.599181,328.585737,328.572176,328.558473,328.543830,328.528191,328.512240,328.495951,328.478670,328.460392,328.441741,328.422678,328.402762,328.381995,328.360808,328.339162,328.317012,328.294493,328.271904,328.249243,328.226433,328.203496,328.180553,328.157623,328.134559,328.111378,328.088260,328.065219,328.042034,328.018705,327.995451,327.972281,327.948963,327.925518,327.902209,327.879037,327.855713,327.832202,327.808728,327.785278,327.761717,327.738091,327.714615,327.691285,327.667970,327.644671,327.621522,327.598539,327.575458,327.552243,327.529085,327.505990,327.482787,327.459543,327.436554,327.413834,327.391086,327.368283,327.345668,327.323232,327.300754,327.278247,327.255958,327.233886,327.211839,327.189840,327.168134,327.146747,327.125314,327.103815,327.082576,327.061617,327.040596,327.019580,326.999036,326.978969,326.958910,326.938809,326.919044,326.899609,326.880091,326.860494,326.841240,326.822307,326.803380,326.784462,326.765873,326.747610,326.729336,326.711030,326.692985,326.675216,326.657359,326.639433,326.621833,326.604554,326.587183,326.569678,326.552368,326.535233,326.518078,326.500970,326.484215,326.467784,326.451808,326.436417,326.421712,326.407689,326.394507,326.382196,326.370656,326.359917,326.349786,326.340140,326.330950,326.322242,326.313722,326.305382,326.297510,326.290125,326.282815,326.275570,326.268787,326.262475,326.256156,326.249817,326.243915,326.238444,326.232970,326.227497,326.222464,326.217880,326.213302,326.208751,326.204707,326.201186,326.197628,326.194007,326.190840,326.188133,326.185325,326.182436,326.180063,326.178198,326.176623,326.175539,326.175539,326.176623
110,327.606939,327.604598,327.604598,327.606939,327.611432,327.617719,327.625337,327.634293,327.644475,327.655892,327.668674,327.682836,327.698201,327.714772,327.732738,327.752139,327.772533,327.793872,327.816521,327.840563,327.864646,327.888437,327.912687,327.937419,327.961130,327.983738,328.006573,328.029545,328.051701,328.073094,328.094752,328.116603,328.138104,328.159302,328.180829,328.202715,328.224152,328.245060,328.266111,328.287369,328.307605,328.326730,328.345829,328.364926,328.382738,328.399299,328.415953,328.432689,328.448214,328.462492,328.476741,328.490954,328.503979,328.515874,328.527902,328.540067,328.551325,328.561780,328.572677,328.584023,328.594622,328.604419,328.614511,328.624913,328.634300,328.642625,328.651134,328.659863,328.667352,328.673620,328.680171,328.687024,328.692609,328.696920,328.701514,328.706364,328.709961,328.712262,328.714694,328.717244,328.718539,328.718614,328.718902,328.719399,328.718711,328.716815,328.715054,328.713403,328.710557,328.706488,328.702431,328.698323,328.693314,328.687489,328.681828,328.676269,328.670202,328.663600,328.657019,328.650492,328.643132,328.634847,328.626366,328.617717,328.607903,328.596926,328.585792,328.574476,328.562134,328.548797,328.535358,328.521788,328.507290,328.491814,328.476064,328.460014,328.442995,328.424995,328.406655,328.387936,328.368387,328.348026,328.327326,328.306250,328.284704,328.262802,328.240832,328.218796,328.196608,328.174275,328.151895,328.129484,328.106922,328.084233,328.061597,328.039029,328.016311,327.993440,327.970628,327.947883,327.924983,327.901950,327.879048,327.856278,327.833354,327.810247,327.787190,327.764168,327.741040,327.717849,327.694807,327.671909,327.649025,327.626146,327.603397,327.580792,327.558082,327.535235,327.512452,327.489735,327.466910,327.444037,327.421402,327.399017,327.376596,327.354112,327.331804,327.309663,327.287475,327.265260,327.243268,327.221501,327.199757,327.178049,327.156605,327.135452,327.114240,327.092952,327.071916,327.051148,327.030314,327.009484,326.989126,326.969245,326.949371,326.929453,326.909864,326.890600,326.871251,326.851827,326.832755,326.814015,326.795284,326.776559,326.758151,326.740059,326.721951,326.703808,326.685926,326.668319,326.650623,326.632854,326.615406,326.598273,326.581044,326.563674,326.546491,326.529470,326.512424,326.495413,326.478732,326.462353,326.446425,326.431095,326.416492,326.402611,326.389591,326.377450,326.366094,326.355552,326.345624,326.336179,326.327188,326.318676,326.310350,326.302204,326.294527,326.287337,326.280221,326.273160,326.266542,326.260375,326.254190,326.247979,326.242196,326.236833,326.231464,326.226092,326.221156,326.216664,326.212176,326.207714,326.203759,326.200327,326.196855,326.193316,326.190219,326.187572,326.184818,326.181981,326.179660,326.177846,326.176317,326.175265,326.175265,326.176317
