workload,signal_path,region,width,toggle_count,value_change_count,time_steps,last_time_ps,normalized_activity
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.coreMonitorBundle_rd0val_REG[63:0],non_gemmini_context,64,15708191,1991535,20606655,10303285500,0.011910738757697452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.io_fpu_fromint_data[63:0],non_gemmini_context,64,15708159,1991534,20606655,10303285500,0.01191071449369148
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_11[41:0],tl_soc_glue,42,15461386,632663,20606655,10303285500,0.0178645315358188
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.shin[63:0],non_gemmini_context,64,15239571,1995720,20606655,10303285500,0.011555407555229123
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_15[41:0],tl_soc_glue,42,15069917,632663,20606655,10303285500,0.01741221695704847
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.shin_r[63:0],non_gemmini_context,64,15050533,1991618,20606655,10303285500,0.011412069456445018
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_1[41:0],tl_soc_glue,42,14962871,632663,20606655,10303285500,0.017288532919745265
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.rf_wdata[63:0],non_gemmini_context,64,14917151,2403614,20606655,10303285500,0.011310932530049151
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_3[41:0],tl_soc_glue,42,13656941,632663,20606655,10303285500,0.01577962371402646
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.data.rockettile_dcache_data_arrays_1.RW0_wdata[511:0],tl_soc_glue,512,13406872,528174,20606655,10303285500,0.0012707203995505336
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_13[41:0],tl_soc_glue,42,13386985,632663,20606655,10303285500,0.015467708761816903
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.data.rockettile_dcache_data_arrays_0.RW0_wdata[511:0],tl_soc_glue,512,13338664,528295,20606655,10303285500,0.0012642555584591482
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.ex_reg_rs_msb_0[61:0],non_gemmini_context,62,13331176,1891474,20606655,10303285500,0.010434443035123142
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.data.io_req_bits_addr[11:0],tl_soc_glue,12,12352467,2309800,20606655,10303285500,0.0499533888445262
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_5[41:0],tl_soc_glue,42,12178413,632663,20606655,10303285500,0.01407128979864584
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_7[41:0],tl_soc_glue,42,11823574,632663,20606655,10303285500,0.013661298578865258
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.tlb__entries_WIRE_9[41:0],tl_soc_glue,42,11795375,632663,20606655,10303285500,0.013628716640559174
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.coreMonitorBundle_rd1val_REG_1[63:0],non_gemmini_context,64,11603502,1503355,20606655,10303285500,0.008798357557303696
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.coreMonitorBundle_rd1val_REG[63:0],non_gemmini_context,64,11603473,1503354,20606655,10303285500,0.008798335568048283
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.ex_rs_1[63:0],non_gemmini_context,64,11603436,1503353,20606655,10303285500,0.008798307512791377
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.dataArb_io_in_3_bits_addr[11:0],tl_soc_glue,12,11229763,2281366,20606655,10303285500,0.0454131727509066
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.reset_setter.monitor.watchdog[31:0],non_gemmini_context,32,10302514,5151252,20606655,10303285500,0.01562376632694632
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.coh_wrapper.l2.ctrls.monitor.watchdog[31:0],non_gemmini_context,32,10302513,5151252,20606655,10303285500,0.015623764810445947
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.coupler_to_bootaddressreg.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302513,5151252,20606655,10303285500,0.015623764810445947
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.bank.ram.monitor.watchdog[31:0],non_gemmini_context,32,10302511,5151252,20606655,10303285500,0.015623761777445198
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_plic.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302511,5151252,20606655,10303285500,0.015623761777445198
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.clock_gater.monitor.watchdog[31:0],non_gemmini_context,32,10302511,5151252,20606655,10303285500,0.015623761777445198
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.coh_wrapper.l2.ctrls.monitor.watchdog_1[31:0],non_gemmini_context,32,10302511,5151252,20606655,10303285500,0.015623761777445198
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.atomics.monitor.watchdog_1[31:0],non_gemmini_context,32,10302511,5151252,20606655,10303285500,0.015623761777445198
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.plic_domain.plic.monitor.watchdog[31:0],non_gemmini_context,32,10302511,5151252,20606655,10303285500,0.015623761777445198
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.wrapped_error_device.buffer.monitor.watchdog[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.wrapped_error_device.buffer.monitor.watchdog_1[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.coupler_to_bootaddressreg.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.coupler_to_device_named_uart_0.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.monitor.watchdog_1[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.out_xbar.monitor.watchdog[31:0],non_gemmini_context,32,10302510,5151252,20606655,10303285500,0.015623760260944825
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.bank.buffer.monitor.watchdog_1[31:0],non_gemmini_context,32,10302509,5151252,20606655,10303285500,0.015623758744444452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_prci_ctrl.buffer.monitor.watchdog[31:0],non_gemmini_context,32,10302509,5151252,20606655,10303285500,0.015623758744444452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.in_xbar.monitor_1.watchdog_1[31:0],non_gemmini_context,32,10302509,5151252,20606655,10303285500,0.015623758744444452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.mbus.picker.monitor_1.watchdog_1[31:0],non_gemmini_context,32,10302509,5151252,20606655,10303285500,0.015623758744444452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.monitor.watchdog[31:0],non_gemmini_context,32,10302509,5151252,20606655,10303285500,0.015623758744444452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.plic_domain.plic.monitor.watchdog_1[31:0],non_gemmini_context,32,10302509,5151252,20606655,10303285500,0.015623758744444452
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_l2_ctrl.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_l2_ctrl.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.fragmenter_1.monitor.watchdog[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.fbus.coupler_from_debug_sb.widget.monitor.watchdog[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.fbus.fbus_xbar.monitor.watchdog_1[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.mbus.buffer_1.monitor.watchdog_1[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.mbus.picker.monitor_1.watchdog[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.atomics.monitor.watchdog[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.uartClockDomainWrapper.uart_0.monitor.watchdog[31:0],non_gemmini_context,32,10302508,5151252,20606655,10303285500,0.015623757227944079
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_l2_ctrl.buffer.monitor.watchdog[31:0],non_gemmini_context,32,10302507,5151252,20606655,10303285500,0.015623755711443706
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302507,5151252,20606655,10303285500,0.015623755711443706
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.buffer_1.monitor.watchdog[31:0],non_gemmini_context,32,10302507,5151252,20606655,10303285500,0.015623755711443706
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.coupler_to_device_named_uart_0.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302507,5151252,20606655,10303285500,0.015623755711443706
